classification_ethnologue,classification_glottolog,classification_wals,code_glottolog,code_iso,code_wals,description,ethnologue_family,glottolog_family,id,jsondata,latitude,long_extinct,longitude,markup_description,name,number_of_speakers,pk,recently_extinct,txt,wals_family,wals_genus,wordlist_pk,year_of_extinction
"Indo-European,Indo-Iranian,Indo-Aryan,OuterLanguages,Northwestern,Dardic,Shina","Indo-European,Indo-Iranian,Indo-Aryan,Indo-AryanNorthwesternzone,Shinaic",IE.INDIC,shin1264,scl,sna,,Indo-European,Indo-European,GOHARABAD_SHINA,{},36.0,False,74.0,,Goharabad Shina,562400,2272,False,"GOHARABAD_SHINA{IE.INDIC|Indo-European,Indo-Iranian,Indo-Aryan,OuterLanguages,Northwestern,Dardic,Shina|@Indo-European,Indo-Iranian,Indo-Aryan,Indo-AryanNorthwesternzone,Shinaic}
 1   36.00   74.00      562400   sna   scl
1 I	%mo* // loan from Urdu
2 you	%tu // loan from Urdu
3 we	bEh //
11 one	%Ek // loan from Urdu
12 two	%du // loan from Urdu
18 person	 //
19 fish	Cumo //
21 dog	Su* //
22 louse	 //
23 tree	tom //
25 leaf	poto //
28 skin	Com //
30 blood	 //
31 bone	o*ti //
34 horn	%SiN // loan from Urdu
39 ear	kon //
40 eye	oCi //
41 nose	noto //
43 tooth	don //
44 tongue	jip //
47 knee	 //
48 hand	 //
51 breast	 //
53 liver	 //
54 drink	 //
57 see	 //
58 hear	 //
61 die	 //
66 come	 //
72 sun	%suri // loan from Urdu
74 star	%toro // probably loan from Urdu
75 water	wei //
77 stone	both~ //
82 fire	hogor //
85 path	pon //
86 mountain	 //
92 night	roti // loan from Urdu
95 full	 //
96 new	%noo* // loan from Urdu or Pashto
100 name	%nom // loan from Urdu",,indic,2272,
"Indo-European,Germanic,East","Indo-European,Germanic",IE.GERMANIC,goth1244,got,,,Indo-European,Indo-European,GOTHIC,{},43.22,True,25.62,,Gothic,0,2192,False,"GOTHIC{IE.GERMANIC|Indo-European,Germanic,East|@Indo-European,Germanic}
 1   43.22   25.62          -2         got
1 I	ik //
2 you	8u //
3 we	wis //
11 one	Ens //
12 two	tw~E //
18 person	mana //
19 fish	fisks //
21 dog	hunds //
22 louse	 //
23 tree	bagms, triu //
25 leaf	laufs //
28 skin	fil //
30 blood	blo8 //
31 bone	 //
34 horn	horn //
39 ear	auso //
40 eye	auxo //
41 nose	 //
43 tooth	tun8us //
44 tongue	tuNgo //
47 knee	kniu //
48 hand	handus //
51 breast	brusts, barms //
53 liver	 //
54 drink	driNkan //
57 see	sEhw~an //
58 hear	hausy~an //
61 die	diwan, dau8nan //
66 come	kw~iman //
72 sun	sauil, suno //
74 star	stErno //
75 water	wato, ahw~a //
77 stone	stains, halus //
82 fire	fon, hauri //
85 path	staixa, wigs //
86 mountain	fErguni, bErgs //
92 night	nats //
95 full	fuls //
96 new	niuyis //
100 name	namo //",,germanic,2192,
"Indo-European,Greek,Attic","Indo-European,Graeco-Phrygian,Greek,Attic,KoineicGreek",IE.GREEK,mode1248,ell,grk,,Indo-European,Indo-European,GREEK,{},39.0,False,22.0,,Greek,13059360,2222,False,"GREEK{IE.GREEK|Indo-European,Greek,Attic|@Indo-European,Graeco-Phrygian,Greek,Attic,KoineicGreek}
 1   39.00   22.00    13059360   grk   ell
1 I	exo //
2 you	esi //
3 we	emis //
11 one	enas, ena //
12 two	8y~o, 8io //
18 person	an8~ropos //
19 fish	psari //
21 dog	sTili, sTilos //
22 louse	psira //
23 tree	8end~ro //
25 leaf	filo //
28 skin	petsi, 8erma //
30 blood	ema //
31 bone	kokalo, osto //
34 horn	Terato, Teras //
39 ear	afti //
40 eye	mati, of8almos //
41 nose	miti //
43 tooth	8ond~i //
44 tongue	xlosa //
47 knee	xonato //
48 hand	xeri //
51 breast	sti8os, mastos //
53 liver	sikoti, ipar //
54 drink	pin //
57 see	vlep //
58 hear	aku //
61 die	pe8en, ap //
66 come	erx~o //
72 sun	ily~os, iLos //
74 star	asteri, astro //
75 water	nero //
77 stone	petra //
82 fire	foty~a //
85 path	8romos //
86 mountain	vuno, oros //
92 night	nita //
95 full	yematos, pliris //
96 new	neos, Tenury~os //
100 name	onoma //",,greek,2222,
"Indo-European,Greek,Attic","Indo-European,Graeco-Phrygian,Greek,Attic",IE.GREEK,anci1242,grc,,,Indo-European,Indo-European,GREEK_ANCIENT,{},39.0,True,22.0,,Greek Ancient,0,2221,False,"GREEK_ANCIENT{IE.GREEK|Indo-European,Greek,Attic|@Indo-European,Graeco-Phrygian,Greek,Attic}
 1   39.00   22.00          -2         grc
1 I	ego //
2 you	si //
3 we	Emeis //
11 one	heis, mia //
12 two	dio //
18 person	anth~ropos, anEr //
19 fish	ikh~th~is //
21 dog	kion //
22 louse	ph~th~eir //
23 tree	dendron //
25 leaf	ph~ilon //
28 skin	kh~ros, derma //
30 blood	haima //
31 bone	oston //
34 horn	keras //
39 ear	os //
40 eye	oph~th~almos, oma //
41 nose	rh~is //
43 tooth	odos //
44 tongue	glota, glosa //
47 knee	goni //
48 hand	kh~eir //
51 breast	sternon, stEth~os //
53 liver	hEpar //
54 drink	pinein //
57 see	horan, blepein //
58 hear	akoein //
61 die	apoth~nEiskein, teleutan //
66 come	erkh~esth~ai //
72 sun	hElios //
74 star	astEr, astron //
75 water	hidor //
77 stone	lith~os, petra //
82 fire	pir //
85 path	odos, atrapos //
86 mountain	oros //
92 night	niks //
95 full	pestos, pleos //
96 new	neos, kainos //
100 name	onoma, doksa //",,greek,2221,
"Indo-European,Indo-Iranian,Indo-Aryan,IntermediateDivisions,Western,Romani,Balkan","Indo-European,Indo-Iranian,Indo-Aryan,Indo-AryanCentralzone,Romani",IE.INDIC,balk1252,rmn,rav,,Indo-European,Indo-European,GREEK_ROMANY,{},38.0,False,23.65,,Greek Romany,611800,2273,False,"GREEK_ROMANY{IE.INDIC|Indo-European,Indo-Iranian,Indo-Aryan,IntermediateDivisions,Western,Romani,Balkan|@Indo-European,Indo-Iranian,Indo-Aryan,Indo-AryanCentralzone,Romani}
 1   38.00   23.65      611800   rav   rmn
1 I	mE //
2 you	tu //
3 we	amEn //
11 one	yEk, Ekh~ //
12 two	dui //
18 person	manuS, jEno //
19 fish	maCo //
21 dog	jukEl //
22 louse	juv //
23 tree	%kopaCi // from Romanian
25 leaf	patrin //
28 skin	%koZa, morki // from Slavic
30 blood	rat //
31 bone	%kokalo // from Greek
34 horn	SiNk~ //
39 ear	kan //
40 eye	yak, yakh~ //
41 nose	nak //
43 tooth	dant~ //
44 tongue	Cip //
47 knee	koC //
48 hand	vas //
51 breast	%gEuzi, kolin // from Turkish
53 liver	buko, kalinj~o //
54 drink	pi //
57 see	dik //
58 hear	aSun //
61 die	mEr //
66 come	av //
72 sun	kam, kh~am //
74 star	Ceran, Caran //
75 water	pai, pay //
77 stone	bar //
82 fire	yak //
85 path	drom //
86 mountain	voS, vES //
92 night	rat //
95 full	perdo //
96 new	nEvo //
100 name	alav //",,indic,2273,
"Indo-European,Indo-Iranian,Indo-Aryan,IntermediateDivisions,Western,Gujarati","Indo-European,Indo-Iranian,Indo-Aryan,Indo-AryanCentralzone,SubcontinentalCentralIndo-Aryan,Gujarati-Rajasthani,Gujaratic",IE.INDIC,guja1252,guj,guj,,Indo-European,Indo-European,GUJARATI,{},23.0,False,72.0,,Gujarati,46857670,2274,False,"GUJARATI{IE.INDIC|Indo-European,Indo-Iranian,Indo-Aryan,IntermediateDivisions,Western,Gujarati|@Indo-European,Indo-Iranian,Indo-Aryan,Indo-AryanCentralzone,SubcontinentalCentralIndo-Aryan,Gujarati-Rajasthani,Gujaratic}
 1   23.00   72.00    46857670   guj   guj
1 I	me*, hu* //
2 you	tu* //
3 we	apne //
11 one	ek //
12 two	be //
18 person	T3n, vy~3kti //
19 fish	maTh~li //
21 dog	Svana, kutru* //
22 louse	Tu //
23 tree	gulmor, Tiku //
25 leaf	p3tu*, pan //
28 skin	kh~al, Tamdi //
30 blood	rkt3, rudh~ir //
31 bone	hadku* //
34 horn	SiNgdu* //
39 ear	kan //
40 eye	n3y3n, akh~ //
41 nose	nak //
43 tooth	da*t //
44 tongue	Tibh~ //
47 knee	goth~3n, gh~u*t3n //
48 hand	hath~ //
51 breast	st3n //
53 liver	y3krut //
54 drink	pi //
57 see	dekh~, bh~al //
58 hear	sa*bh~3l //
61 die	m3r //
66 come	av //
72 sun	sur3T, sury~3 //
74 star	taro //
75 water	pani //
77 stone	p3th~ro, p3hano //
82 fire	3gni //
85 path	p3nth~ //
86 mountain	p3rv3t, p3had //
92 night	r3Tni, rat //
95 full	t3ko3k, Tikar //
96 new	n3vu*, nut3n //
100 name	nam //",,indic,2274,
"Indo-European,Indo-Iranian,Indo-Aryan,OuterLanguages,Northwestern,Dardic,Shina","Indo-European,Indo-Iranian,Indo-Aryan,Indo-AryanNorthwesternzone,Shinaic",IE.INDIC,shin1264,scl,sna,,Indo-European,Indo-European,GULTARI_SHINA,{},36.0,False,74.0,,Gultari Shina,562400,2275,False,"GULTARI_SHINA{IE.INDIC|Indo-European,Indo-Iranian,Indo-Aryan,OuterLanguages,Northwestern,Dardic,Shina|@Indo-European,Indo-Iranian,Indo-Aryan,Indo-AryanNorthwesternzone,Shinaic}
 1   36.00   74.00      562400   sna   scl
1 I	%moh // loan from Urdu
2 you	%tu // loan from Urdu
3 we	bEh //
11 one	%Ek // loan from Urdu
12 two	%du // loan from Urdu
18 person	 //
19 fish	Ch~imo //
21 dog	Su* //
22 louse	 //
23 tree	tom //
25 leaf	poto //
28 skin	Cum //
30 blood	 //
31 bone	o*ti //
34 horn	%SiNo // loan from Urdu
39 ear	kon //
40 eye	oCh~i //
41 nose	noto //
43 tooth	don //
44 tongue	jip //
47 knee	 //
48 hand	 //
51 breast	kro //
53 liver	 //
54 drink	 //
57 see	 //
58 hear	 //
61 die	 //
66 come	 //
72 sun	%suri // loan from Urdu
74 star	%toro // probably loan from Urdu
75 water	wei //
77 stone	bot //
82 fire	ph~u //
85 path	pon //
86 mountain	 //
92 night	roti // loan from Urdu
95 full	 //
96 new	%nowo // loan from Urdu or Pashto
100 name	%nom // loan from Urdu",,indic,2275,
"Hmong-Mien,Hmongic,Pa-hng","Hmong-Mien,Hmongic,Paheng",HM.HMONG-MIEN,pahn1237,pha,,,Hmong-Mien,Hmong-Mien,GUNDONG_PA_HNG,{},26.13,False,109.08,,Gundong Pa Hng,33610,3172,False,"GUNDONG_PA_HNG{HM.HMONG-MIEN|Hmong-Mien,Hmongic,Pa-hng|@Hmong-Mien,Hmongic,Paheng}
 1   26.13  109.08       33610         pha
1 I	vaN //
2 you	mu //
3 we	pu //
11 one	yi //
12 two	va //
18 person	ny~E //
19 fish	ny~o //
21 dog	qaly~aN //
22 louse	5i //
23 tree	 //
25 leaf	qany~aN //
28 skin	qaly~u //
30 blood	5ei //
31 bone	qasoN //
34 horn	 //
39 ear	akh~oNny~o //
40 eye	qoNmi //
41 nose	any~o //
43 tooth	qa5i //
44 tongue	tainy~ei //
47 knee	 //
48 hand	qapu //
51 breast	mei //
53 liver	ahy~eN //
54 drink	ho //
57 see	yaN //
58 hear	noN //
61 die	tei //
66 come	tei //
72 sun	 //
74 star	aqaN //
75 water	aN //
77 stone	qayo //
82 fire	qatou //
85 path	qo //
86 mountain	 //
92 night	qama //
95 full	 //
96 new	seN // Chinese loanword
100 name	amu //",,hmongmien,3172,
"Indo-European,Indo-Iranian,Indo-Aryan,OuterLanguages,Northwestern,Dardic,Shina","Indo-European,Indo-Iranian,Indo-Aryan,Indo-AryanNorthwesternzone,Shinaic",IE.INDIC,shin1264,scl,sna,,Indo-European,Indo-European,GUPIS_SHINA,{},36.0,False,74.0,,Gupis Shina,562400,2276,False,"GUPIS_SHINA{IE.INDIC|Indo-European,Indo-Iranian,Indo-Aryan,OuterLanguages,Northwestern,Dardic,Shina|@Indo-European,Indo-Iranian,Indo-Aryan,Indo-AryanNorthwesternzone,Shinaic}
 1   36.00   74.00      562400   sna   scl
1 I	%moh // loan from Urdu
2 you	%tu // loan from Urdu
3 we	bEh //
11 one	%Ek // loan from Urdu
12 two	%du // loan from Urdu
18 person	 //
19 fish	Ch~imo //
21 dog	Su //
22 louse	 //
23 tree	tom //
25 leaf	poto //
28 skin	Com //
30 blood	 //
31 bone	o*ti //
34 horn	%SiN // loan from Urdu
39 ear	kon //
40 eye	oCh~i //
41 nose	noto //
43 tooth	don //
44 tongue	jip //
47 knee	 //
48 hand	 //
51 breast	titiro //
53 liver	 //
54 drink	 //
57 see	 //
58 hear	 //
61 die	 //
66 come	 //
72 sun	%suri // loan from Urdu
74 star	%toro // probably loan from Urdu
75 water	wei //
77 stone	both~ //
82 fire	hogor //
85 path	pon //
86 mountain	 //
92 night	%roti // loan from Urdu
95 full	 //
96 new	%nowo, noo // loan from Urdu or Pashto
100 name	%nom // loan from Urdu",,indic,2276,
"Indo-European,Indo-Iranian,Iranian,Western,Northwestern,Zaza-Gorani","Indo-European,Indo-Iranian,Iranian,WesternIranian,NorthwesternIranian,Zaza-Gorani,Gorani",IE.IRANIAN,gura1251,hac,hwr,,Indo-European,Indo-European,GURANI,{},35.75,False,45.5,,Gurani,300000,2404,False,"GURANI{IE.IRANIAN|Indo-European,Indo-Iranian,Iranian,Western,Northwestern,Zaza-Gorani|@Indo-European,Indo-Iranian,Iranian,WesternIranian,NorthwesternIranian,Zaza-Gorani,Gorani}
 1   35.75   45.50      300000   hwr   hac
1 I	 //
2 you	 //
3 we	ema //
11 one	 //
12 two	due //
18 person	 //
19 fish	 //
21 dog	tuta //
22 louse	haSpiSi //
23 tree	diraxt //
25 leaf	gaLa //
28 skin	tokiL //
30 blood	wini //
31 bone	peSa //
34 horn	 //
39 ear	goS //
40 eye	Cam //
41 nose	luta //
43 tooth	di8an //
44 tongue	zuan //
47 knee	Coka, zaNgoL //
48 hand	 //
51 breast	mama //
53 liver	yahar //
54 drink	 //
57 see	 //
58 hear	 //
61 die	mar8ay //
66 come	amay //
72 sun	rojiar //
74 star	hasara //
75 water	awi //
77 stone	tawani //
82 fire	Er //
85 path	 //
86 mountain	kaS //
92 night	Sawa //
95 full	par //
96 new	taza //
100 name	name //",,iranian,2404,
"Indo-European,Indo-Iranian,Indo-Aryan,IntermediateDivisions,Western,Romani,Vlax","Indo-European,Indo-Iranian,Indo-Aryan,Indo-AryanCentralzone,Romani",IE.INDIC,vlax1238,rmy,rka,,Indo-European,Indo-European,GURBET_ROMANI,{},43.35,False,19.95,,Gurbet Romani,476180,2277,False,"GURBET_ROMANI{IE.INDIC|Indo-European,Indo-Iranian,Indo-Aryan,IntermediateDivisions,Western,Romani,Vlax|@Indo-European,Indo-Iranian,Indo-Aryan,Indo-AryanCentralzone,Romani}
 1   43.35   19.95      476180   rka   rmy
1 I	me //
2 you	tu //
3 we	amen //
11 one	yek, yekh~ //
12 two	duy //
18 person	jeno //
19 fish	maCo, payali //
21 dog	juSol, jukh~el //
22 louse	juv //
23 tree	kaS //
25 leaf	patrin //
28 skin	koZa, morSi //
30 blood	rat //
31 bone	%kokalo // loan from Greek
34 horn	Sing~, Sing~oro //
39 ear	kan //
40 eye	yakh~ //
41 nose	nakh~ //
43 tooth	dand~ //
44 tongue	Ch~ib, Cib //
47 knee	Cang~ // (also ""leg"")
48 hand	va // (also ""arm, direction"")
51 breast	CuCka, CuCi //
53 liver	buSe, kalindy$o //
54 drink	piyel, py~el //
57 see	diSh~ol, dikh~el //
58 hear	asunel, kand~el //
61 die	merel //
66 come	avel, resol //
72 sun	kh~am //
74 star	Ceharin, Cerayin //
75 water	kh~aplo, pay //
77 stone	ar, bar //
82 fire	yag //
85 path	%drom, prSa // loan from Greek (LWT)
86 mountain	play, playin //
92 night	yrat, raSi //
95 full	ph~erdino //
96 new	nevo //
100 name	alav, nav //",,indic,2277,
"Indo-European,Indo-Iranian,Indo-Aryan,OuterLanguages,Northwestern,Dardic,Chitral","Indo-European,Indo-Iranian,Indo-Aryan,Indo-AryanNorthwesternzone,Chitral",IE.INDIC,kala1372,kls,klh,,Indo-European,Indo-European,GURU_KALASHA,{},35.64,False,71.68,,Guru Kalasha,5000,2278,False,"GURU_KALASHA{IE.INDIC|Indo-European,Indo-Iranian,Indo-Aryan,OuterLanguages,Northwestern,Dardic,Chitral|@Indo-European,Indo-Iranian,Indo-Aryan,Indo-AryanNorthwesternzone,Chitral}
 1   35.64   71.68        5000   klh   kls
1 I	a //
2 you	tu //
3 we	abi //
11 one	Ek //
12 two	du //
18 person	muC //
19 fish	maci //
21 dog	Su*a //
22 louse	 //
23 tree	muth~ //
25 leaf	pu* //
28 skin	post //
30 blood	lui //
31 bone	3th~i //
34 horn	SiN //
39 ear	k3 //
40 eye	EC //
41 nose	nast //
43 tooth	d3ndorik //
44 tongue	jiph~ //
47 knee	 //
48 hand	baza //
51 breast	CuCu //
53 liver	 //
54 drink	pi //
57 see	 //
58 hear	saNga //
61 die	anaSi //
66 come	a //
72 sun	suri //
74 star	tari //
75 water	ukh~ //
77 stone	b3th~ //
82 fire	3Ngar //
85 path	pon //
86 mountain	 //
92 night	rat //
95 full	 //
96 new	nu*a //
100 name	nom //",,indic,2278,
"Indo-European,Indo-Iranian,Indo-Aryan,IntermediateDivisions,Western,Romani,Northern","Indo-European,Indo-Iranian,Indo-Aryan,Indo-AryanCentralzone,Romani,CentralRomani",IE.INDIC,carp1235,rmc,,,Indo-European,Indo-European,GURVARI_ROMANI,{},47.13,False,19.72,,Gurvari Romani,146910,2279,False,"GURVARI_ROMANI{IE.INDIC|Indo-European,Indo-Iranian,Indo-Aryan,IntermediateDivisions,Western,Romani,Northern|@Indo-European,Indo-Iranian,Indo-Aryan,Indo-AryanCentralzone,Romani,CentralRomani}
 1   47.13   19.72      146910         rmc
1 I	me //
2 you	tu //
3 we	ame //
11 one	ek, yek //
12 two	du, duy //
18 person	manuS //
19 fish	maCo //
21 dog	jukel //
22 louse	juv //
23 tree	kaSt //
25 leaf	patrin //
28 skin	%cipa, morCi // loan from Greek (LWT)
30 blood	rat //
31 bone	%kokalo // loan from Greek
34 horn	Sing~ //
39 ear	kan //
40 eye	yak, yakh~ //
41 nose	nak, nakh~ //
43 tooth	dand~ //
44 tongue	Ch~ib //
47 knee	Cang~ //
48 hand	vast //
51 breast	CuCi, koLin //
53 liver	%buko // probably borrowed from an unidentified language (LWT)
54 drink	piel //
57 see	dikh~el //
58 hear	asunel, Sunel //
61 die	merel, mudavel //
66 come	avel //
72 sun	kam, kh~am //
74 star	%Cilaga // loan from Hungarian (LWT)
75 water	payi, paNi //
77 stone	bar //
82 fire	yag //
85 path	 //
86 mountain	hedy~o //
92 night	raty~i //
95 full	perdo, ph~erdo //
96 new	nevo //
100 name	anav, nav //",,indic,2279,
"Indo-European,Indo-Iranian,Indo-Aryan,IntermediateDivisions,Western,Rajasthani,Unclassified_hoj","Indo-European,Indo-Iranian,Indo-Aryan,Indo-AryanCentralzone,SubcontinentalCentralIndo-Aryan,Gujarati-Rajasthani,Rajasthani",IE.INDIC,hado1235,hoj,,,Indo-European,Indo-European,HADOTI,{},25.44,False,75.64,,Hadoti,2460000,2280,False,"HADOTI{IE.INDIC|Indo-European,Indo-Iranian,Indo-Aryan,IntermediateDivisions,Western,Rajasthani,Unclassified_hoj|@Indo-European,Indo-Iranian,Indo-Aryan,Indo-AryanCentralzone,SubcontinentalCentralIndo-Aryan,Gujarati-Rajasthani,Rajasthani}
 1   25.44   75.64     2460000         hoj
1 I	mu*, mh~u* //
2 you	tu, th~u //
3 we	mh~3, mh~a* //
11 one	ek //
12 two	do //
18 person	m3n3kh~ //
19 fish	m3Ch~i //
21 dog	g3nd~3kro //
22 louse	 //
23 tree	b3r3kh~, rukh~ //
25 leaf	pan //
28 skin	kh~aL //
30 blood	loi //
31 bone	had //
34 horn	bumado //
39 ear	kan //
40 eye	a*kh~ //
41 nose	na*k //
43 tooth	dad //
44 tongue	j3by~an //
47 knee	godo //
48 hand	hath~ //
51 breast	Ch~ati //
53 liver	 //
54 drink	pi //
57 see	dikh~ //
58 hear	sun3 //
61 die	m3r //
66 come	a //
72 sun	sur3j //
74 star	tara //
75 water	pani //
77 stone	bh~ato //
82 fire	ag //
85 path	s3d3k, g3Lo //
86 mountain	duN3r //
92 night	rat //
95 full	puro //
96 new	nuyo //
100 name	na*w //",,indic,2280,
"Hmong-Mien,HoNte","Hmong-Mien,Hmongic,NuclearHmongic-HoNe,Jiongnai-HoNe,HoNeic",HM.HMONG-MIEN,shee1238,shx,,,Hmong-Mien,Hmong-Mien,HAIFENG_SHE,{},22.59,False,114.43,,Haifeng She,910,3173,False,"HAIFENG_SHE{HM.HMONG-MIEN|Hmong-Mien,HoNte|@Hmong-Mien,Hmongic,NuclearHmongic-HoNe,Jiongnai-HoNe,HoNeic}
 1   22.59  114.43         910         shx
1 I	vaN //
2 you	moN //
3 we	pa, lepa //
11 one	 //
12 two	 //
18 person	le //
19 fish	pia //
21 dog	kia //
22 louse	taN //
23 tree	 //
25 leaf	pioN //
28 skin	k""o //
30 blood	si //
31 bone	soN, soNko //
34 horn	 //
39 ear	kak""oN //
40 eye	kak""o //
41 nose	k""oNpiu //
43 tooth	mun //
44 tongue	pi //
47 knee	 //
48 hand	k""ua //
51 breast	NiNko //
53 liver	hin //
54 drink	%ho // Chinese loanword
57 see	mo //
58 hear	koN //
61 die	t""a //
66 come	lo //
72 sun	 //
74 star	letaN //
75 water	oN //
77 stone	Na, Nako //
82 fire	t""o //
85 path	ka //
86 mountain	 //
92 night	moNkaN //
95 full	 //
96 new	tohin //
100 name	mui //",,hmongmien,3173,
"Hmong-Mien,Mienic,Mian-Jin","Hmong-Mien,Mienic,Mien-Mun",HM.HMONG-MIEN,kimm1245,mji,mnu,,Hmong-Mien,Hmong-Mien,HAINAN_KIM_MUN,{},19.0,False,110.0,,Hainan Kim Mun,374500,3174,False,"HAINAN_KIM_MUN{HM.HMONG-MIEN|Hmong-Mien,Mienic,Mian-Jin|@Hmong-Mien,Mienic,Mien-Mun}
 1   19.00  110.00      374500   mnu   mji
1 I	mi //
2 you	mi //
3 we	ban //
11 one	 //
12 two	 //
18 person	mun //
19 fish	by~ao //
21 dog	klo //
22 louse	dam //
23 tree	 //
25 leaf	nom //
28 skin	dop //
30 blood	sam //
31 bone	toN //
34 horn	 //
39 ear	banom //
40 eye	Nw~ei //
41 nose	baty~oN //
43 tooth	ny~a //
44 tongue	by~at //
47 knee	 //
48 hand	bu //
51 breast	no //
53 liver	gy~an // Chinese loanword
54 drink	hop // Chinese loanword
57 see	tam //
58 hear	muN //
61 die	dai //
66 come	dai //
72 sun	py~einoi //
74 star	tiN //
75 water	vam //
77 stone	gy~aopy~ei //
82 fire	dou //
85 path	ky~ao //
86 mountain	 //
92 night	mun, dummun //
95 full	 //
96 new	saN // Chinese loanword
100 name	bu //",,hmongmien,3174,
"Hmong-Mien,Mienic,Mian-Jin","Hmong-Mien,Mienic,Mien-Mun",HM.HMONG-MIEN,kimm1245,mji,mnu,,Hmong-Mien,Hmong-Mien,HAININH_MIEN,{},20.55,False,106.31,,Haininh Mien,374500,3175,False,"HAININH_MIEN{HM.HMONG-MIEN|Hmong-Mien,Mienic,Mian-Jin|@Hmong-Mien,Mienic,Mien-Mun}
 1   20.55  106.31      374500   mnu   mji
1 I	ya //
2 you	mei //
3 we	 //
11 one	a, %yet // Cantonese loan?
12 two	i //
18 person	mun //
19 fish	by~au //
21 dog	kl~o //
22 louse	tam //
23 tree	gy~aN //
25 leaf	nom //
28 skin	dop //
30 blood	Sam //
31 bone	suN //
34 horn	ky~oN //
39 ear	nom //
40 eye	mei //
41 nose	CoN, bl~ui //
43 tooth	5a //
44 tongue	by~Et //
47 knee	 //
48 hand	pu //
51 breast	nu //
53 liver	 //
54 drink	hop //
57 see	maN //
58 hear	fot, hom //
61 die	tai //
66 come	tai, lau //
72 sun	noi //
74 star	%siN // Chinese loan?
75 water	vam //
77 stone	gy~ou //
82 fire	tou //
85 path	ky~au //
86 mountain	CoN //
92 night	 //
95 full	poN //
96 new	SaN //
100 name	bu, %mEN // Chinese loan?",,hmongmien,3175,
"Indo-European,Indo-Iranian,Iranian,Eastern,Southeastern,Pashto","Indo-European,Indo-Iranian,Iranian,EasternIranian,SoutheasternIranian,Pashto,NuclearPashto",IE.IRANIAN,nort2646,pbu,,,Indo-European,Indo-European,HANGU_PASHTO,{},33.53,False,71.04,,Hangu Pashto,21038000,2405,False,"HANGU_PASHTO{IE.IRANIAN|Indo-European,Indo-Iranian,Iranian,Eastern,Southeastern,Pashto|@Indo-European,Indo-Iranian,Iranian,EasternIranian,SoutheasternIranian,Pashto,NuclearPashto}
 1   33.53   71.04    21038000         pbu
1 I	z3 //
2 you	t3 //
3 we	mu* //
11 one	yo //
12 two	dw~a //
18 person	s3r3i //
19 fish	m3Si //
21 dog	spe //
22 louse	 //
23 tree	w3n3 //
25 leaf	pani //
28 skin	put3x3i //
30 blood	win3 //
31 bone	3duke //
34 horn	xk3r //
39 ear	xw~eg //
40 eye	st3rg3 //
41 nose	suNg3 //
43 tooth	xax //
44 tongue	Zib3 //
47 knee	 //
48 hand	las //
51 breast	sin3 //
53 liver	 //
54 drink	cx~3 //
57 see	k3t3 //
58 hear	wridu //
61 die	m3r //
66 come	rax //
72 sun	mEr3 st3rg3 //
74 star	stor3i //
75 water	ub3 //
77 stone	k3ne //
82 fire	our //
85 path	lial //
86 mountain	 //
92 night	Spa //
95 full	 //
96 new	n3we //
100 name	name //",,iranian,2405,
"Indo-European,Indo-Iranian,Indo-Aryan,OuterLanguages,Northwestern,Dardic,Shina","Indo-European,Indo-Iranian,Indo-Aryan,Indo-AryanNorthwesternzone,Shinaic",IE.INDIC,shin1264,scl,sna,,Indo-European,Indo-European,HARAMOSH_SHINA,{},36.0,False,74.0,,Haramosh Shina,562400,2281,False,"HARAMOSH_SHINA{IE.INDIC|Indo-European,Indo-Iranian,Indo-Aryan,OuterLanguages,Northwestern,Dardic,Shina|@Indo-European,Indo-Iranian,Indo-Aryan,Indo-AryanNorthwesternzone,Shinaic}
 1   36.00   74.00      562400   sna   scl
1 I	%mo // loan from Urdu
2 you	%tu // loan from Urdu
3 we	beh //
11 one	%Ek // loan from Urdu
12 two	%du // loan from Urdu
18 person	 //
19 fish	Ch~umo //
21 dog	Su* //
22 louse	 //
23 tree	tom //
25 leaf	poto //
28 skin	Com //
30 blood	 //
31 bone	o*ti //
34 horn	%SiN // loan from Urdu
39 ear	kon //
40 eye	oCh~i //
41 nose	noto //
43 tooth	don //
44 tongue	jip //
47 knee	 //
48 hand	 //
51 breast	titiro //
53 liver	 //
54 drink	 //
57 see	 //
58 hear	 //
61 die	 //
66 come	 //
72 sun	%suri // loan from Urdu
74 star	%toro // probably loan from Urdu
75 water	wei //
77 stone	both~ //
82 fire	ogor //
85 path	pon //
86 mountain	 //
92 night	roti // loan from Urdu
95 full	 //
96 new	%no*u* // loan from Urdu or Pashto
100 name	%nom, %no*m // loan from Urdu",,indic,2281,
